ts,run_tag,mode,phase,ep,step,reward,done,mem_len,learn_flag,ee_x,ee_y,ee_z,j1,j2,j3,j4,j5,j6,sphere_x,sphere_y,sphere_z,dist_out,signed,closest_link
1764104663.9376462,ddpg_demo,FAR,demo,1,0,-5.434033514508751,0,0,0,-0.023,0.354,0.833,1.6801627,-0.13147521,1.1034641,0.45871094,0.24997652,-0.0002569776,0.0,0.0,0.0,0.7996171712875366,0.7996171712875366,link6
1764104665.330503,ddpg_demo,FAR,demo,1,1,-4.56948953283258,0,0,0,-0.281,0.235,0.666,2.3857093,-0.28525794,1.5472723,1.022177,0.32061365,0.3895777,0.0,0.0,0.0,0.6327884197235107,0.6327884197235107,link6
1764104666.711689,ddpg_demo,FAR,demo,1,2,-4.978197843592376,0,0,0,0.044,-0.022,0.819,2.867271,-0.8973086,1.5163792,2.6503658,0.16049078,2.491713,0.0,0.0,0.0,0.450367271900177,0.450367271900177,link6
1764104668.105212,ddpg_demo,FAR,demo,1,3,-4.918669396625345,0,0,0,0.122,-0.069,0.792,2.6391797,-1.067635,1.5358698,2.507826,0.035889976,3.7514577,0.0,0.0,0.0,0.3986421227455139,0.3986421227455139,link6
1764104671.7449248,ddpg_demo,FAR,demo,2,0,-4.769185944726441,0,0,0,-0.012,0.226,0.758,1.7090714,-0.5018999,1.486589,-0.51603776,0.30154398,1.0406315,0.0,0.0,0.0,0.5390638113021851,0.5390638113021851,link6
1764104673.132193,ddpg_demo,FAR,demo,2,1,-4.6021851141007994,0,0,0,-0.165,0.225,0.714,2.3904185,-0.41777855,1.5474629,-1.1149715,0.42362788,1.1194414,0.0,0.0,0.0,0.7523646950721741,0.7523646950721741,link6
1764104674.5220346,ddpg_demo,FAR,demo,2,2,-4.574851750771297,0,0,0,-0.248,0.165,0.701,2.7478216,-0.3878714,1.5847615,-1.4320003,0.48167515,1.1871426,0.0,0.0,0.0,0.6932904720306396,0.6932904720306396,link6
1764104675.9019356,ddpg_demo,FAR,demo,2,3,-4.831581330576445,0,0,0,-0.144,0.078,0.787,3.0149364,-0.5806069,1.5221736,-1.816368,0.5131315,1.499238,0.0,0.0,0.0,0.6385583877563477,0.6385583877563477,link6
1764104679.5496137,ddpg_demo,FAR,demo,3,0,-6.224125745204382,0,0,0,0.155,0.084,1.022,0.5783846,-0.0036053727,0.41078463,-0.013350763,0.095472254,0.20994186,0.0,0.0,0.0,0.807330846786499,0.807330846786499,link6
1764104680.9469886,ddpg_demo,FAR,demo,3,1,-4.474016395570833,0,0,0,-0.294,0.343,0.593,2.266994,-0.08360199,1.4927619,0.19817504,0.36653057,0.37049532,0.0,0.0,0.0,0.8366815447807312,0.8366815447807312,link6
1764104682.338363,ddpg_demo,FAR,demo,3,2,-4.647357317609562,0,0,0,-0.256,0.095,0.722,2.650679,-0.45025647,1.553221,1.2509093,0.35730186,1.2580401,0.0,0.0,0.0,0.5751031041145325,0.5751031041145325,link6
1764104683.7258883,ddpg_demo,FAR,demo,3,3,-4.918195035309424,0,0,0,-0.015,-0.034,0.806,2.8637207,-0.8408116,1.5519134,2.012499,0.3217785,2.0510073,0.0,0.0,0.0,0.41726404428482056,0.41726404428482056,link6
1764104687.384098,ddpg_demo,FAR,demo,4,0,-5.731278236246365,0,0,0,0.152,0.319,0.887,1.1901214,-0.037092607,0.8915977,0.04618811,0.18752287,0.59321916,0.0,0.0,0.0,0.7598249912261963,0.7598249912261963,link6
1764104688.7655604,ddpg_demo,FAR,demo,4,1,-4.396066832614746,0,0,0,-0.217,0.404,0.571,2.0587976,-0.069052696,1.5424523,0.11996591,0.32512444,0.835869,0.0,0.0,0.0,0.7860705256462097,0.7860705256462097,link6
1764104690.1547844,ddpg_demo,FAR,demo,4,2,-4.716594652921586,0,0,0,-0.149,0.019,0.77,2.7399747,-0.64047545,1.5239677,1.0398655,0.39041102,1.377646,0.0,0.0,0.0,0.6264693737030029,0.6264693737030029,link6
1764104691.5460682,ddpg_demo,FAR,demo,4,3,-4.8517115706883915,0,0,0,-0.003,-0.04,0.796,2.7623506,-0.88372904,1.548834,1.6105053,0.30685914,2.4363775,0.0,0.0,0.0,0.4273691177368164,0.4273691177368164,link6
1764104695.1952655,ddpg_demo,FAR,demo,5,0,-4.892285414833203,0,0,0,-0.049,0.206,0.785,1.8203421,-0.5014905,1.4289302,0.019085143,0.26618332,1.0913405,0.0,0.0,0.0,0.5882269144058228,0.5882269144058228,link6
1764104696.5839546,ddpg_demo,FAR,demo,5,1,-4.5621276724087165,0,0,0,-0.124,0.154,0.733,2.307158,-0.58515906,1.5543684,-0.1568627,0.36567235,1.3664483,0.0,0.0,0.0,0.657959520816803,0.657959520816803,link6
1764104697.9732118,ddpg_demo,FAR,demo,5,2,-4.524617550584617,0,0,0,-0.138,0.1,0.732,2.6171327,-0.643523,1.5692673,-0.34357682,0.4303792,1.6105565,0.0,0.0,0.0,0.5798829793930054,0.5798829793930054,link6
1764104699.354888,ddpg_demo,FAR,demo,5,3,-4.736687072569488,0,0,0,-0.02,0.063,0.782,2.8061438,-0.80153143,1.5284442,-1.174557,0.4789437,2.344883,0.0,0.0,0.0,0.5186560153961182,0.5186560153961182,link6
1764104703.0059597,ddpg_demo,FAR,demo,6,0,-6.287763383920142,0,0,0,0.112,0.038,1.041,0.37439144,-0.000430538,0.2641198,-0.04140904,0.063614406,0.113785796,0.0,0.0,0.0,0.8058885931968689,0.8058885931968689,link6
1764104704.3991127,ddpg_demo,FAR,demo,6,1,-4.46247981443221,0,0,0,-0.267,0.384,0.578,2.1702704,-0.04629415,1.494115,0.10865129,0.35214943,0.572911,0.0,0.0,0.0,0.8230863213539124,0.8230863213539124,link6
