mode,phase,ep,step,reward,done,mem_len,learn_flag,ee_x,ee_y,ee_z,dist_out,signed,closest_link
RANDOM,random,2,30,0.0,0,0,0,0.381,-0.469,0.769,nan,nan,
RANDOM,random,2,31,0.0,0,0,0,0.101,0.252,0.906,nan,nan,
RANDOM,random,2,32,0.0,0,0,0,0.308,-0.236,0.549,nan,nan,
RANDOM,random,2,33,0.0,0,0,0,-0.214,-0.313,0.548,nan,nan,
RANDOM,random,2,34,0.0,0,0,0,-0.362,0.041,0.844,nan,nan,
RANDOM,random,2,35,0.0,0,0,0,-0.254,0.489,0.677,nan,nan,
RANDOM,random,3,1,0.0,0,0,0,0.154,-0.534,0.478,nan,nan,
RANDOM,random,3,2,0.0,0,0,0,0.04,-0.007,1.022,nan,nan,
RANDOM,random,3,3,0.0,0,0,0,-0.234,0.336,0.356,nan,nan,
RANDOM,random,3,4,0.0,0,0,0,0.438,-0.19,0.277,nan,nan,
RANDOM,random,3,5,0.0,0,0,0,0.664,-0.048,0.481,nan,nan,
RANDOM,random,3,6,0.0,0,0,0,0.307,-0.259,0.23,nan,nan,
RANDOM,random,3,7,0.0,0,0,0,0.1,0.095,0.938,nan,nan,
RANDOM,random,3,8,0.0,0,0,0,-0.135,-0.041,0.746,nan,nan,
RANDOM,random,3,9,0.0,0,0,0,0.098,0.123,0.783,nan,nan,
RANDOM,random,3,10,0.0,0,0,0,0.007,0.124,0.773,nan,nan,
RANDOM,random,3,11,0.0,0,0,0,-0.054,-0.104,0.956,nan,nan,
RANDOM,random,3,12,0.0,0,0,0,0.029,0.128,0.869,nan,nan,
RANDOM,random,3,13,0.0,0,0,0,-0.078,-0.032,0.883,nan,nan,
RANDOM,random,3,14,0.0,0,0,0,-0.262,-0.115,0.813,nan,nan,
RANDOM,random,3,15,0.0,0,0,0,0.147,-0.336,0.435,nan,nan,
RANDOM,random,3,16,0.0,0,0,0,0.148,0.031,0.635,nan,nan,
RANDOM,random,3,17,0.0,0,0,0,-0.205,0.116,0.657,nan,nan,
RANDOM,random,3,18,0.0,0,0,0,-0.511,-0.17,0.866,nan,nan,
RANDOM,random,3,19,0.0,0,0,0,0.246,0.353,0.5,nan,nan,
RANDOM,random,3,20,0.0,0,0,0,0.028,-0.071,0.983,nan,nan,
