ts,run_tag,mode,phase,ep,step,reward,done,mem_len,learn_flag,ee_x,ee_y,ee_z,j1,j2,j3,j4,j5,j6,sphere_x,sphere_y,sphere_z,dist_out,signed,closest_link
1763975530.8991828,ddpg_train,FAR,train,1,0,-6.337460448694625,0,1,0,-0.091,0.017,1.05,-0.2070918,-0.05644863,-0.071574934,0.2860315,-0.063460365,0.17429295,0.0,0.0,0.0,0.5950542688369751,0.5950542688369751,link6
1763975532.2887104,ddpg_train,FAR,train,1,1,-6.277578243083171,0,2,0,-0.173,0.048,1.03,-0.30471402,-0.07735386,-0.20112225,0.2801963,-0.15643777,0.13015364,0.0,0.0,0.0,0.7036000490188599,0.7036000490188599,link6
1763975533.6733627,ddpg_train,FAR,train,1,2,-6.19361265264122,0,3,0,-0.253,0.084,0.997,-0.3424098,-0.10685872,-0.32824105,0.27243686,-0.20033996,0.128674,0.0,0.0,0.0,0.8133765459060669,0.8133765459060669,link6
1763975535.061115,ddpg_train,FAR,train,1,3,-6.138088981992539,0,4,0,-0.261,0.073,0.986,-0.27821097,-0.048944626,-0.4506975,0.13935009,-0.11297727,-0.0963645,0.0,0.0,0.0,0.7531760334968567,0.7531760334968567,link6
1763975536.4452798,ddpg_train,FAR,train,1,4,-6.140731878615844,0,5,0,-0.26,0.092,0.985,-0.35918206,-0.06453896,-0.41885656,0.20207252,-0.19336684,-0.11310404,0.0,0.0,0.0,0.7282963395118713,0.7282963395118713,link6
1763975537.8344374,ddpg_train,FAR,train,1,5,-6.158477402410042,0,6,0,-0.243,0.107,0.99,-0.44941074,-0.073502,-0.35478866,0.18375885,-0.29222524,-0.16178899,0.0,0.0,0.0,0.6370510458946228,0.6370510458946228,link6
1763975539.214608,ddpg_train,FAR,train,1,6,-6.271698671201053,0,7,0,-0.148,0.031,1.033,-0.18356332,-0.033967502,-0.18768717,-0.06945686,-0.24527338,-0.2176731,0.0,0.0,0.0,0.6482886672019958,0.6482886672019958,link6
1763975540.5952916,ddpg_train,FAR,train,1,7,-6.340917773501163,0,8,0,-0.092,0.01,1.048,-0.11429296,-0.036454212,-0.07321457,0.0363186,-0.15679787,-0.27150002,0.0,0.0,0.0,0.5169041156768799,0.5169041156768799,link6
1763975541.9707613,ddpg_train,FAR,train,1,8,-6.340777661178199,0,9,0,-0.034,0.001,1.054,-0.047093544,-0.01627719,-0.020283896,0.117494605,-0.07737346,-0.30053723,0.0,0.0,0.0,0.5915589332580566,0.5915589332580566,link6
1763975543.3566864,ddpg_train,FAR,train,1,9,-6.3600044151445685,0,10,0,-0.023,-0.004,1.055,0.17598076,-0.020387288,-0.034503173,0.018032733,0.1047183,-0.2153194,0.0,0.0,0.0,0.5168874859809875,0.5168874859809875,link6
1763975544.7397714,ddpg_train,FAR,train,1,10,-6.349748946503391,0,11,0,-0.033,-0.009,1.054,0.16056797,-0.029984973,-0.054736346,-0.20959854,0.15808369,-0.22090401,0.0,0.0,0.0,0.5407255291938782,0.5407255291938782,link6
1763975546.1184814,ddpg_train,FAR,train,1,11,-6.326648802383269,0,12,0,-0.066,-0.015,1.051,0.14142852,-0.04951867,-0.09374943,-0.2902745,0.17006597,-0.17301199,0.0,0.0,0.0,0.649086058139801,0.649086058139801,link6
1763975547.5196052,ddpg_train,FAR,train,1,12,-6.254885241475146,0,13,0,-0.212,0.004,1.02,-0.027702611,-0.083929166,-0.3232719,-0.077479966,0.14401019,0.32140508,0.0,0.0,0.0,0.7118847370147705,0.7118847370147705,link6
