ts,run_tag,mode,phase,ep,step,reward,done,mem_len,learn_flag,ee_x,ee_y,ee_z,j1,j2,j3,j4,j5,j6,sphere_x,sphere_y,sphere_z,dist_out,signed,closest_link
1763442361.2537014,d4pg_train,FAR,train,1,0,-8.314059828092985,0,1,0,0.17,0.022,1.344,-0.11346257,-0.13088089,0.5190858,-0.44667923,-0.025481738,-0.9869519,0.0,0.0,0.0,0.3298270106315613,0.3298270106315613,link6
1763442362.6388667,d4pg_train,FAR,train,1,1,-8.441323942242684,0,2,0,0.25,-0.059,1.312,-0.4581408,-0.09387761,0.55203784,0.57010245,0.25263685,0.7350877,0.0,0.0,0.0,0.24772445857524872,0.24772445857524872,link6
1763442364.0141423,d4pg_train,FAR,train,1,2,-8.301219958913876,0,3,0,0.261,-0.022,1.331,-0.30219224,-0.018642137,0.39965266,0.49125925,0.30652097,0.40212688,0.0,0.0,0.0,0.3429245948791504,0.3429245948791504,link6
1763442365.3930526,d4pg_train,FAR,train,1,3,-8.40850851682554,0,4,0,0.016,0.057,1.394,0.5054497,0.049361102,-0.016092243,-0.31271544,-0.101979144,-0.19337226,0.0,0.0,0.0,0.49071168899536133,0.49071168899536133,link6
1763442366.7714627,d4pg_train,FAR,train,1,4,-10.001562649161055,0,5,0,0.349,-0.043,1.296,-0.26239425,0.030361447,0.4761662,-0.03393241,0.34254113,-0.48240957,0.0,0.0,0.0,0.09444750845432281,0.09444750845432281,link6
1763442368.2080522,d4pg_train,MID,train,1,5,-9.817543603844191,0,6,0,0.497,-0.21,1.159,-0.4620976,0.1055953,0.6785192,0.20713343,0.38875094,-0.51611066,0.0,0.0,0.0,0.08453907072544098,0.08453907072544098,link6
1763442369.6439319,d4pg_train,MID,train,1,6,-8.546541260001055,0,7,0,0.238,0.025,1.368,-0.15388131,0.13541523,0.058912255,0.8469971,0.2371785,-0.4303591,0.0,0.0,0.0,0.3151695132255554,0.3151695132255554,link6
1763442371.0186102,d4pg_train,FAR,train,1,7,-8.538422087953773,0,8,0,0.286,-0.009,1.317,-0.34948102,0.11700847,0.09943672,0.50361174,0.8962864,-0.49822316,0.0,0.0,0.0,0.24033679068088531,0.24033679068088531,link6
1763442372.4033165,d4pg_train,FAR,train,1,8,-11.600017014490643,0,9,0,0.477,-0.089,1.172,-0.22173503,0.106208585,0.522859,-0.2107828,0.9289962,0.773986,0.0,0.0,0.0,0.022585853934288025,0.022585853934288025,link6
1763442373.8992589,d4pg_train,NEAR,train,1,9,-8.293201260415486,0,10,0,0.261,0.011,1.346,-0.09418887,0.06011165,0.20093279,-0.0171648,0.34837013,0.2543026,0.0,0.0,0.0,0.4319876432418823,0.4319876432418823,link6
1763442375.2735424,d4pg_train,FAR,train,1,10,-8.96180986849011,0,11,0,0.123,0.045,1.385,0.032162346,0.04711819,0.08420188,0.14975671,0.24870867,0.015615084,0.0,0.0,0.0,0.2096000462770462,0.2096000462770462,link6
