mode,phase,ep,step,reward,done,mem_len,learn_flag,ee_x,ee_y,ee_z,dist_out,signed,closest_link
RANDOM,random,1,1,0.0,0,0,0,0.644,-0.027,1.11,nan,nan,
RANDOM,random,1,2,0.0,0,0,0,-0.381,0.171,0.352,nan,nan,
RANDOM,random,1,3,0.0,0,0,0,0.417,0.175,1.139,nan,nan,
RANDOM,random,1,4,0.0,0,0,0,0.086,-0.037,1.278,nan,nan,
RANDOM,random,1,5,0.0,0,0,0,-0.004,-0.294,0.807,nan,nan,
RANDOM,random,1,6,0.0,0,0,0,-0.397,-0.488,0.435,nan,nan,
RANDOM,random,1,7,0.0,0,0,0,-0.068,-0.449,0.073,nan,nan,
RANDOM,random,1,8,0.0,0,0,0,-0.692,-0.312,0.797,nan,nan,
RANDOM,random,1,9,0.0,0,0,0,0.504,0.114,1.239,nan,nan,
RANDOM,random,1,10,0.0,0,0,0,0.062,0.534,0.194,nan,nan,
RANDOM,random,1,11,0.0,0,0,0,0.648,0.293,0.401,nan,nan,
RANDOM,random,1,12,0.0,0,0,0,-0.264,-0.62,1.089,nan,nan,
RANDOM,random,1,13,0.0,0,0,0,-0.285,0.244,0.406,nan,nan,
RANDOM,random,1,14,0.0,0,0,0,-0.715,0.275,0.612,nan,nan,
RANDOM,random,1,15,0.0,0,0,0,0.433,0.269,0.352,nan,nan,
RANDOM,random,1,16,0.0,0,0,0,-0.453,0.316,0.668,nan,nan,
RANDOM,random,1,17,0.0,0,0,0,-0.064,0.713,0.417,nan,nan,
RANDOM,random,1,18,0.0,0,0,0,0.049,0.196,1.137,nan,nan,
RANDOM,random,1,19,0.0,0,0,0,0.46,-0.25,0.977,nan,nan,
RANDOM,random,1,20,0.0,0,0,0,-0.043,0.257,1.202,nan,nan,
RANDOM,random,1,21,0.0,0,0,0,-0.136,0.289,0.538,nan,nan,
RANDOM,random,1,22,0.0,0,0,0,0.475,0.171,0.974,nan,nan,
RANDOM,random,1,23,0.0,0,0,0,0.603,-0.194,0.722,nan,nan,
RANDOM,random,1,24,0.0,0,0,0,0.373,0.312,1.287,nan,nan,
RANDOM,random,1,25,0.0,0,0,0,0.063,0.259,0.939,nan,nan,
RANDOM,random,1,26,0.0,0,0,0,0.102,0.291,0.243,nan,nan,
