mode,phase,ep,step,reward,done,mem_len,learn_flag,ee_x,ee_y,ee_z,dist_out,signed,closest_link
RANDOM,random,2,2,0.0,0,0,0,0.012,0.284,0.985,nan,nan,
RANDOM,random,2,3,0.0,0,0,0,-0.146,0.343,0.946,nan,nan,
RANDOM,random,2,4,0.0,0,0,0,0.069,-0.22,0.377,nan,nan,
RANDOM,random,2,5,0.0,0,0,0,0.376,0.106,0.367,nan,nan,
RANDOM,random,2,6,0.0,0,0,0,0.167,0.186,0.451,nan,nan,
RANDOM,random,2,7,0.0,0,0,0,-0.49,0.408,0.575,nan,nan,
RANDOM,random,2,8,0.0,0,0,0,-0.053,-0.109,1.016,nan,nan,
RANDOM,random,2,9,0.0,0,0,0,-0.38,-0.39,0.812,nan,nan,
RANDOM,random,2,10,0.0,0,0,0,0.031,0.008,0.497,nan,nan,
RANDOM,random,2,11,0.0,0,0,0,0.162,-0.111,0.562,nan,nan,
RANDOM,random,2,12,0.0,0,0,0,-0.3,0.278,0.439,nan,nan,
RANDOM,random,2,13,0.0,0,0,0,-0.475,-0.143,0.279,nan,nan,
RANDOM,random,2,14,0.0,0,0,0,0.248,0.12,0.754,nan,nan,
RANDOM,random,2,15,0.0,0,0,0,-0.297,-0.214,0.186,nan,nan,
RANDOM,random,2,16,0.0,0,0,0,-0.255,0.477,0.805,nan,nan,
RANDOM,random,2,17,0.0,0,0,0,-0.146,0.097,0.941,nan,nan,
RANDOM,random,2,18,0.0,0,0,0,0.132,0.077,0.475,nan,nan,
RANDOM,random,2,19,0.0,0,0,0,0.356,-0.054,0.714,nan,nan,
RANDOM,random,2,20,0.0,0,0,0,0.16,-0.014,0.482,nan,nan,
RANDOM,random,2,21,0.0,0,0,0,-0.494,0.248,0.716,nan,nan,
RANDOM,random,2,22,0.0,0,0,0,0.283,0.373,0.369,nan,nan,
RANDOM,random,2,23,0.0,0,0,0,0.132,-0.201,0.611,nan,nan,
RANDOM,random,2,24,0.0,0,0,0,-0.313,0.079,0.546,nan,nan,
RANDOM,random,2,25,0.0,0,0,0,-0.181,-0.037,0.747,nan,nan,
RANDOM,random,2,26,0.0,0,0,0,-0.066,-0.095,0.884,nan,nan,
RANDOM,random,2,27,0.0,0,0,0,-0.157,0.194,0.738,nan,nan,
RANDOM,random,2,28,0.0,0,0,0,-0.016,0.377,0.604,nan,nan,
RANDOM,random,2,29,0.0,0,0,0,-0.126,-0.335,0.595,nan,nan,
RANDOM,random,2,30,0.0,0,0,0,0.128,0.061,0.213,nan,nan,
RANDOM,random,2,31,0.0,0,0,0,0.002,-0.086,0.891,nan,nan,
RANDOM,random,2,32,0.0,0,0,0,-0.345,-0.05,0.679,nan,nan,
RANDOM,random,2,33,0.0,0,0,0,-0.276,0.024,0.77,nan,nan,
RANDOM,random,2,34,0.0,0,0,0,-0.376,0.095,0.451,nan,nan,
RANDOM,random,2,35,0.0,0,0,0,-0.172,-0.261,0.964,nan,nan,
RANDOM,random,3,1,0.0,0,0,0,-0.007,-0.017,0.759,nan,nan,
RANDOM,random,3,2,0.0,0,0,0,-0.045,0.196,0.759,nan,nan,
RANDOM,random,3,3,0.0,0,0,0,0.2,-0.05,0.303,nan,nan,
RANDOM,random,3,4,0.0,0,0,0,-0.016,0.159,0.932,nan,nan,
RANDOM,random,3,5,0.0,0,0,0,-0.15,0.561,0.164,nan,nan,
RANDOM,random,3,6,0.0,0,0,0,0.087,-0.473,0.87,nan,nan,
RANDOM,random,3,7,0.0,0,0,0,-0.142,0.477,0.583,nan,nan,
RANDOM,random,3,8,0.0,0,0,0,-0.186,-0.144,0.54,nan,nan,
RANDOM,random,3,9,0.0,0,0,0,-0.126,0.293,0.442,nan,nan,
RANDOM,random,3,10,0.0,0,0,0,-0.208,-0.02,0.774,nan,nan,
RANDOM,random,3,11,0.0,0,0,0,0.198,0.021,0.903,nan,nan,
RANDOM,random,3,12,0.0,0,0,0,0.066,-0.136,0.88,nan,nan,
RANDOM,random,3,13,0.0,0,0,0,0.065,-0.058,0.829,nan,nan,
RANDOM,random,3,14,0.0,0,0,0,-0.156,-0.064,0.793,nan,nan,
RANDOM,random,3,15,0.0,0,0,0,-0.494,-0.056,0.33,nan,nan,
RANDOM,random,3,16,0.0,0,0,0,0.035,0.036,0.749,nan,nan,
RANDOM,random,3,17,0.0,0,0,0,-0.234,0.035,0.653,nan,nan,
RANDOM,random,3,18,0.0,0,0,0,-0.185,-0.036,1.035,nan,nan,
RANDOM,random,3,19,0.0,0,0,0,-0.57,-0.189,0.444,nan,nan,
RANDOM,random,3,20,0.0,0,0,0,-0.503,-0.149,0.35,nan,nan,
RANDOM,random,3,21,0.0,0,0,0,-0.339,0.127,0.742,nan,nan,
RANDOM,random,3,22,0.0,0,0,0,-0.103,-0.07,0.99,nan,nan,
RANDOM,random,3,23,0.0,0,0,0,-0.418,-0.016,0.375,nan,nan,
RANDOM,random,3,24,0.0,0,0,0,0.219,0.584,0.575,nan,nan,
RANDOM,random,3,25,0.0,0,0,0,-0.091,0.106,0.738,nan,nan,
RANDOM,random,3,26,0.0,0,0,0,0.063,-0.175,0.947,nan,nan,
RANDOM,random,3,27,0.0,0,0,0,0.241,0.127,0.733,nan,nan,
RANDOM,random,3,28,0.0,0,0,0,0.071,0.099,0.743,nan,nan,
RANDOM,random,3,29,0.0,0,0,0,0.474,0.195,0.714,nan,nan,
RANDOM,random,3,30,0.0,0,0,0,0.275,-0.195,0.716,nan,nan,
RANDOM,random,3,31,0.0,0,0,0,-0.255,0.108,0.686,nan,nan,
RANDOM,random,3,32,0.0,0,0,0,0.138,0.383,0.337,nan,nan,
RANDOM,random,3,33,0.0,0,0,0,-0.015,-0.308,0.892,nan,nan,
RANDOM,random,3,34,0.0,0,0,0,-0.283,0.24,0.56,nan,nan,
RANDOM,random,3,35,0.0,0,0,0,-0.278,-0.469,0.765,nan,nan,
RANDOM,random,4,1,0.0,0,0,0,-0.039,-0.363,0.896,nan,nan,
RANDOM,random,4,2,0.0,0,0,0,0.113,0.322,0.311,nan,nan,
RANDOM,random,4,3,0.0,0,0,0,0.324,-0.22,0.376,nan,nan,
RANDOM,random,4,4,0.0,0,0,0,0.074,-0.09,0.783,nan,nan,
RANDOM,random,4,5,0.0,0,0,0,-0.103,0.029,0.7,nan,nan,
RANDOM,random,4,6,0.0,0,0,0,0.144,-0.192,0.929,nan,nan,
RANDOM,random,4,7,0.0,0,0,0,-0.148,-0.297,0.749,nan,nan,
RANDOM,random,4,8,0.0,0,0,0,0.085,0.043,1.014,nan,nan,
RANDOM,random,4,9,0.0,0,0,0,0.013,0.07,1.047,nan,nan,
RANDOM,random,4,10,0.0,0,0,0,0.154,-0.259,0.653,nan,nan,
RANDOM,random,4,11,0.0,0,0,0,-0.032,0.101,0.942,nan,nan,
RANDOM,random,4,12,0.0,0,0,0,0.479,-0.218,0.828,nan,nan,
RANDOM,random,4,13,0.0,0,0,0,-0.092,0.172,0.754,nan,nan,
RANDOM,random,4,14,0.0,0,0,0,-0.53,-0.017,0.416,nan,nan,
RANDOM,random,4,15,0.0,0,0,0,0.17,0.152,0.79,nan,nan,
RANDOM,random,4,16,0.0,0,0,0,0.048,0.261,0.815,nan,nan,
RANDOM,random,4,17,0.0,0,0,0,-0.044,-0.09,0.444,nan,nan,
RANDOM,random,4,18,0.0,0,0,0,-0.268,0.019,0.878,nan,nan,
RANDOM,random,4,19,0.0,0,0,0,-0.274,0.301,0.586,nan,nan,
RANDOM,random,4,20,0.0,0,0,0,-0.09,0.061,0.959,nan,nan,
RANDOM,random,4,21,0.0,0,0,0,-0.094,-0.304,0.788,nan,nan,
RANDOM,random,4,22,0.0,0,0,0,-0.23,-0.116,0.753,nan,nan,
RANDOM,random,4,23,0.0,0,0,0,-0.09,0.181,0.475,nan,nan,
RANDOM,random,4,24,0.0,0,0,0,0.15,0.238,0.732,nan,nan,
RANDOM,random,4,25,0.0,0,0,0,0.025,-0.059,0.849,nan,nan,
RANDOM,random,4,26,0.0,0,0,0,-0.501,-0.106,0.458,nan,nan,
RANDOM,random,4,27,0.0,0,0,0,0.181,0.154,0.296,nan,nan,
RANDOM,random,4,28,0.0,0,0,0,0.682,0.076,0.523,nan,nan,
RANDOM,random,4,29,0.0,0,0,0,-0.197,-0.424,0.483,nan,nan,
RANDOM,random,4,30,0.0,0,0,0,0.054,0.016,0.72,nan,nan,
RANDOM,random,4,31,0.0,0,0,0,0.243,0.162,0.418,nan,nan,
RANDOM,random,4,32,0.0,0,0,0,0.363,0.105,0.491,nan,nan,
RANDOM,random,4,33,0.0,0,0,0,-0.379,-0.172,0.823,nan,nan,
RANDOM,random,4,34,0.0,0,0,0,0.589,-0.126,0.215,nan,nan,
RANDOM,random,4,35,0.0,0,0,0,-0.049,0.279,0.756,nan,nan,
RANDOM,random,5,1,0.0,0,0,0,-0.135,-0.21,0.719,nan,nan,
RANDOM,random,5,2,0.0,0,0,0,0.294,-0.266,0.344,nan,nan,
RANDOM,random,5,3,0.0,0,0,0,0.272,-0.313,0.31,nan,nan,
RANDOM,random,5,4,0.0,0,0,0,-0.125,-0.053,0.458,nan,nan,
RANDOM,random,5,5,0.0,0,0,0,-0.199,0.061,0.665,nan,nan,
RANDOM,random,5,6,0.0,0,0,0,0.022,-0.052,0.605,nan,nan,
RANDOM,random,5,7,0.0,0,0,0,-0.07,0.285,0.18,nan,nan,
RANDOM,random,5,8,0.0,0,0,0,0.234,0.128,0.771,nan,nan,
RANDOM,random,5,9,0.0,0,0,0,0.213,-0.335,0.424,nan,nan,
RANDOM,random,5,10,0.0,0,0,0,0.11,-0.502,0.34,nan,nan,
RANDOM,random,5,11,0.0,0,0,0,0.003,0.067,0.941,nan,nan,
RANDOM,random,5,12,0.0,0,0,0,0.255,-0.051,0.351,nan,nan,
RANDOM,random,5,13,0.0,0,0,0,-0.417,-0.304,0.884,nan,nan,
RANDOM,random,5,14,0.0,0,0,0,0.059,-0.089,0.618,nan,nan,
RANDOM,random,5,15,0.0,0,0,0,0.114,0.322,0.785,nan,nan,
RANDOM,random,5,16,0.0,0,0,0,0.237,0.177,0.885,nan,nan,
RANDOM,random,5,17,0.0,0,0,0,0.002,0.013,0.795,nan,nan,
RANDOM,random,5,18,0.0,0,0,0,-0.598,0.087,0.745,nan,nan,
RANDOM,random,5,19,0.0,0,0,0,0.354,-0.114,0.973,nan,nan,
RANDOM,random,5,20,0.0,0,0,0,0.404,0.353,0.184,nan,nan,
RANDOM,random,5,21,0.0,0,0,0,-0.152,-0.176,0.734,nan,nan,
RANDOM,random,5,22,0.0,0,0,0,0.007,-0.084,0.88,nan,nan,
RANDOM,random,5,23,0.0,0,0,0,0.141,0.133,0.691,nan,nan,
RANDOM,random,5,24,0.0,0,0,0,-0.133,0.441,0.681,nan,nan,
RANDOM,random,5,25,0.0,0,0,0,0.023,-0.016,0.809,nan,nan,
RANDOM,random,5,26,0.0,0,0,0,0.234,0.47,0.616,nan,nan,
RANDOM,random,5,27,0.0,0,0,0,0.316,-0.377,0.495,nan,nan,
RANDOM,random,5,28,0.0,0,0,0,-0.008,-0.213,0.231,nan,nan,
RANDOM,random,5,29,0.0,0,0,0,0.325,0.048,0.687,nan,nan,
RANDOM,random,5,30,0.0,0,0,0,-0.383,-0.099,0.631,nan,nan,
RANDOM,random,5,31,0.0,0,0,0,-0.38,-0.038,0.356,nan,nan,
RANDOM,random,5,32,0.0,0,0,0,0.274,0.218,0.672,nan,nan,
RANDOM,random,5,33,0.0,0,0,0,-0.314,-0.18,0.659,nan,nan,
RANDOM,random,5,34,0.0,0,0,0,0.027,-0.116,0.419,nan,nan,
RANDOM,random,5,35,0.0,0,0,0,0.122,-0.531,0.667,nan,nan,
RANDOM,random,6,1,0.0,0,0,0,0.266,-0.1,0.261,nan,nan,
RANDOM,random,6,2,0.0,0,0,0,-0.0,0.024,0.728,nan,nan,
RANDOM,random,6,3,0.0,0,0,0,0.5,0.324,0.707,nan,nan,
RANDOM,random,6,4,0.0,0,0,0,0.186,-0.13,0.694,nan,nan,
RANDOM,random,6,5,0.0,0,0,0,0.189,0.423,0.473,nan,nan,
RANDOM,random,6,6,0.0,0,0,0,-0.368,-0.002,0.904,nan,nan,
RANDOM,random,6,7,0.0,0,0,0,0.255,-0.154,0.421,nan,nan,
RANDOM,random,6,8,0.0,0,0,0,-0.063,-0.24,0.184,nan,nan,
RANDOM,random,6,9,0.0,0,0,0,-0.366,0.011,0.725,nan,nan,
RANDOM,random,6,10,0.0,0,0,0,0.303,0.063,0.425,nan,nan,
RANDOM,random,6,11,0.0,0,0,0,-0.001,0.17,0.656,nan,nan,
RANDOM,random,6,12,0.0,0,0,0,0.113,0.307,0.332,nan,nan,
RANDOM,random,6,13,0.0,0,0,0,0.161,-0.212,0.233,nan,nan,
RANDOM,random,6,14,0.0,0,0,0,0.071,0.527,0.688,nan,nan,
RANDOM,random,6,15,0.0,0,0,0,0.312,-0.164,0.436,nan,nan,
RANDOM,random,6,16,0.0,0,0,0,0.002,0.274,0.752,nan,nan,
RANDOM,random,6,17,0.0,0,0,0,0.154,0.009,0.652,nan,nan,
RANDOM,random,6,18,0.0,0,0,0,-0.531,0.119,0.468,nan,nan,
RANDOM,random,6,19,0.0,0,0,0,0.055,-0.337,0.886,nan,nan,
RANDOM,random,6,20,0.0,0,0,0,-0.156,0.159,0.276,nan,nan,
RANDOM,random,6,21,0.0,0,0,0,-0.212,-0.193,0.387,nan,nan,
RANDOM,random,6,22,0.0,0,0,0,-0.378,0.074,0.896,nan,nan,
RANDOM,random,6,23,0.0,0,0,0,-0.2,0.305,0.454,nan,nan,
RANDOM,random,6,24,0.0,0,0,0,0.205,0.09,0.398,nan,nan,
RANDOM,random,6,25,0.0,0,0,0,-0.129,0.241,0.38,nan,nan,
RANDOM,random,6,26,0.0,0,0,0,0.394,-0.052,0.319,nan,nan,
RANDOM,random,6,27,0.0,0,0,0,-0.031,0.004,0.761,nan,nan,
RANDOM,random,6,28,0.0,0,0,0,-0.052,-0.025,0.962,nan,nan,
RANDOM,random,6,29,0.0,0,0,0,0.243,0.121,0.159,nan,nan,
RANDOM,random,6,30,0.0,0,0,0,-0.069,0.389,0.395,nan,nan,
RANDOM,random,6,31,0.0,0,0,0,0.003,-0.076,0.692,nan,nan,
RANDOM,random,6,32,0.0,0,0,0,-0.076,0.088,0.838,nan,nan,
RANDOM,random,6,33,0.0,0,0,0,0.587,0.188,0.728,nan,nan,
RANDOM,random,6,34,0.0,0,0,0,0.142,0.025,0.879,nan,nan,
RANDOM,random,6,35,0.0,0,0,0,0.567,0.274,0.324,nan,nan,
RANDOM,random,7,1,0.0,0,0,0,0.271,-0.101,0.602,nan,nan,
RANDOM,random,7,2,0.0,0,0,0,0.151,-0.212,0.859,nan,nan,
RANDOM,random,7,3,0.0,0,0,0,0.169,0.377,0.696,nan,nan,
RANDOM,random,7,4,0.0,0,0,0,0.345,-0.197,0.411,nan,nan,
RANDOM,random,7,5,0.0,0,0,0,0.404,0.174,0.749,nan,nan,
RANDOM,random,7,6,0.0,0,0,0,-0.254,0.172,0.891,nan,nan,
RANDOM,random,7,7,0.0,0,0,0,0.236,0.052,0.707,nan,nan,
RANDOM,random,7,8,0.0,0,0,0,0.124,0.114,0.794,nan,nan,
RANDOM,random,7,9,0.0,0,0,0,-0.037,0.399,0.815,nan,nan,
RANDOM,random,7,10,0.0,0,0,0,-0.233,-0.074,0.947,nan,nan,
RANDOM,random,7,11,0.0,0,0,0,0.45,0.109,0.818,nan,nan,
RANDOM,random,7,12,0.0,0,0,0,-0.055,0.048,0.76,nan,nan,
RANDOM,random,7,13,0.0,0,0,0,0.027,0.116,0.985,nan,nan,
RANDOM,random,7,14,0.0,0,0,0,0.178,-0.036,0.799,nan,nan,
RANDOM,random,7,15,0.0,0,0,0,0.086,-0.181,0.463,nan,nan,
RANDOM,random,7,16,0.0,0,0,0,-0.022,0.07,0.489,nan,nan,
RANDOM,random,7,17,0.0,0,0,0,0.097,0.052,0.742,nan,nan,
RANDOM,random,7,18,0.0,0,0,0,0.101,-0.091,0.87,nan,nan,
RANDOM,random,7,19,0.0,0,0,0,-0.1,-0.175,0.59,nan,nan,
RANDOM,random,7,20,0.0,0,0,0,-0.08,-0.564,0.709,nan,nan,
RANDOM,random,7,21,0.0,0,0,0,0.185,-0.273,0.984,nan,nan,
RANDOM,random,7,22,0.0,0,0,0,-0.282,0.451,0.39,nan,nan,
RANDOM,random,7,23,0.0,0,0,0,0.132,0.344,0.379,nan,nan,
RANDOM,random,7,24,0.0,0,0,0,0.209,0.327,0.677,nan,nan,
RANDOM,random,7,25,0.0,0,0,0,-0.139,-0.218,0.307,nan,nan,
RANDOM,random,7,26,0.0,0,0,0,0.457,-0.097,0.54,nan,nan,
RANDOM,random,7,27,0.0,0,0,0,-0.063,-0.093,0.893,nan,nan,
RANDOM,random,7,28,0.0,0,0,0,-0.102,-0.162,0.286,nan,nan,
RANDOM,random,7,29,0.0,0,0,0,-0.124,0.467,0.611,nan,nan,
RANDOM,random,7,30,0.0,0,0,0,-0.034,-0.363,0.372,nan,nan,
RANDOM,random,7,31,0.0,0,0,0,0.361,0.121,0.959,nan,nan,
RANDOM,random,7,32,0.0,0,0,0,0.227,-0.046,0.821,nan,nan,
RANDOM,random,7,33,0.0,0,0,0,0.393,-0.418,0.325,nan,nan,
RANDOM,random,7,34,0.0,0,0,0,-0.294,0.177,0.768,nan,nan,
RANDOM,random,7,35,0.0,0,0,0,-0.088,0.11,0.792,nan,nan,
RANDOM,random,8,1,0.0,0,0,0,-0.367,0.012,0.336,nan,nan,
RANDOM,random,8,2,0.0,0,0,0,0.073,0.245,0.523,nan,nan,
RANDOM,random,8,3,0.0,0,0,0,-0.219,-0.393,0.935,nan,nan,
RANDOM,random,8,4,0.0,0,0,0,0.423,0.488,0.553,nan,nan,
RANDOM,random,8,5,0.0,0,0,0,0.141,-0.169,0.545,nan,nan,
RANDOM,random,8,6,0.0,0,0,0,0.339,0.237,0.346,nan,nan,
RANDOM,random,8,7,0.0,0,0,0,-0.123,-0.005,0.404,nan,nan,
RANDOM,random,8,8,0.0,0,0,0,-0.278,-0.2,0.164,nan,nan,
RANDOM,random,8,9,0.0,0,0,0,-0.137,-0.046,0.756,nan,nan,
RANDOM,random,8,10,0.0,0,0,0,0.039,0.031,1.051,nan,nan,
RANDOM,random,8,11,0.0,0,0,0,-0.216,-0.243,0.269,nan,nan,
RANDOM,random,8,12,0.0,0,0,0,0.306,-0.251,0.807,nan,nan,
RANDOM,random,8,13,0.0,0,0,0,0.396,-0.393,0.32,nan,nan,
RANDOM,random,8,14,0.0,0,0,0,0.116,0.029,0.709,nan,nan,
RANDOM,random,8,15,0.0,0,0,0,-0.475,-0.13,0.442,nan,nan,
RANDOM,random,8,16,0.0,0,0,0,0.063,-0.129,0.821,nan,nan,
RANDOM,random,8,17,0.0,0,0,0,0.225,-0.228,0.459,nan,nan,
RANDOM,random,8,18,0.0,0,0,0,0.086,-0.145,0.658,nan,nan,
RANDOM,random,8,19,0.0,0,0,0,-0.348,-0.384,0.372,nan,nan,
RANDOM,random,8,20,0.0,0,0,0,0.128,0.16,0.259,nan,nan,
RANDOM,random,8,21,0.0,0,0,0,0.069,0.3,0.48,nan,nan,
RANDOM,random,8,22,0.0,0,0,0,0.109,0.231,0.972,nan,nan,
RANDOM,random,8,23,0.0,0,0,0,-0.337,0.078,0.566,nan,nan,
RANDOM,random,8,24,0.0,0,0,0,0.128,0.245,0.726,nan,nan,
RANDOM,random,8,25,0.0,0,0,0,-0.122,-0.005,0.377,nan,nan,
RANDOM,random,8,26,0.0,0,0,0,0.035,-0.379,0.28,nan,nan,
RANDOM,random,8,27,0.0,0,0,0,0.021,0.19,0.242,nan,nan,
RANDOM,random,8,28,0.0,0,0,0,-0.142,0.014,0.751,nan,nan,
RANDOM,random,8,29,0.0,0,0,0,0.224,-0.117,0.533,nan,nan,
RANDOM,random,8,30,0.0,0,0,0,0.138,0.133,0.777,nan,nan,
RANDOM,random,8,31,0.0,0,0,0,0.22,0.015,0.886,nan,nan,
RANDOM,random,8,32,0.0,0,0,0,-0.066,-0.266,0.816,nan,nan,
RANDOM,random,8,33,0.0,0,0,0,-0.208,-0.299,0.681,nan,nan,
RANDOM,random,8,34,0.0,0,0,0,-0.048,-0.254,0.907,nan,nan,
RANDOM,random,8,35,0.0,0,0,0,-0.218,0.096,0.817,nan,nan,
RANDOM,random,9,1,0.0,0,0,0,-0.153,0.074,0.778,nan,nan,
RANDOM,random,9,2,0.0,0,0,0,0.398,0.385,0.254,nan,nan,
RANDOM,random,9,3,0.0,0,0,0,0.01,-0.002,1.012,nan,nan,
RANDOM,random,9,4,0.0,0,0,0,-0.051,0.086,0.838,nan,nan,
RANDOM,random,9,5,0.0,0,0,0,0.098,-0.28,0.867,nan,nan,
RANDOM,random,9,6,0.0,0,0,0,-0.085,0.077,0.802,nan,nan,
RANDOM,random,9,7,0.0,0,0,0,-0.11,0.128,0.773,nan,nan,
RANDOM,random,9,8,0.0,0,0,0,0.267,0.216,0.142,nan,nan,
RANDOM,random,9,9,0.0,0,0,0,-0.21,0.161,0.496,nan,nan,
RANDOM,random,9,10,0.0,0,0,0,0.187,-0.03,0.357,nan,nan,
RANDOM,random,9,11,0.0,0,0,0,0.202,0.014,0.751,nan,nan,
RANDOM,random,9,12,0.0,0,0,0,-0.184,0.113,0.321,nan,nan,
RANDOM,random,9,13,0.0,0,0,0,0.489,-0.023,0.327,nan,nan,
RANDOM,random,9,14,0.0,0,0,0,0.153,0.493,0.655,nan,nan,
RANDOM,random,9,15,0.0,0,0,0,0.385,-0.406,0.523,nan,nan,
RANDOM,random,9,16,0.0,0,0,0,0.448,0.289,0.63,nan,nan,
RANDOM,random,9,17,0.0,0,0,0,-0.073,0.073,0.646,nan,nan,
RANDOM,random,9,18,0.0,0,0,0,-0.3,0.288,0.9,nan,nan,
RANDOM,random,9,19,0.0,0,0,0,-0.107,-0.001,0.8,nan,nan,
RANDOM,random,9,20,0.0,0,0,0,0.139,0.055,0.843,nan,nan,
RANDOM,random,9,21,0.0,0,0,0,-0.127,-0.126,0.985,nan,nan,
RANDOM,random,9,22,0.0,0,0,0,0.259,0.339,0.733,nan,nan,
RANDOM,random,9,23,0.0,0,0,0,0.297,-0.273,0.341,nan,nan,
RANDOM,random,9,24,0.0,0,0,0,-0.316,0.374,0.524,nan,nan,
RANDOM,random,9,25,0.0,0,0,0,0.159,-0.287,0.321,nan,nan,
RANDOM,random,9,26,0.0,0,0,0,0.237,-0.279,0.526,nan,nan,
RANDOM,random,9,27,0.0,0,0,0,-0.164,-0.397,0.373,nan,nan,
RANDOM,random,9,28,0.0,0,0,0,0.097,0.054,0.777,nan,nan,
RANDOM,random,9,29,0.0,0,0,0,0.143,-0.275,0.616,nan,nan,
RANDOM,random,9,30,0.0,0,0,0,-0.003,0.067,0.953,nan,nan,
RANDOM,random,9,31,0.0,0,0,0,-0.017,-0.581,0.591,nan,nan,
RANDOM,random,9,32,0.0,0,0,0,0.431,-0.251,0.575,nan,nan,
RANDOM,random,9,33,0.0,0,0,0,0.132,0.412,0.373,nan,nan,
RANDOM,random,9,34,0.0,0,0,0,-0.22,0.096,0.819,nan,nan,
RANDOM,random,9,35,0.0,0,0,0,-0.459,-0.162,0.301,nan,nan,
