ts,run_tag,mode,phase,ep,step,reward,done,mem_len,learn_flag,ee_x,ee_y,ee_z,j1,j2,j3,j4,j5,j6,sphere_x,sphere_y,sphere_z,dist_out,signed,closest_link
1764103505.6724236,ddpg_demo,FAR,demo,1,0,-7.433786709458011,0,0,0,0.062,-0.005,1.052,-0.08648441,0.010686098,0.12171846,-0.017273372,-0.021228539,-0.03466726,0.0,0.0,0.0,0.1504390686750412,0.1504390686750412,link6
1764103507.0597923,ddpg_demo,FAR,demo,1,1,-6.741239751588908,0,0,0,0.367,-0.316,0.769,-0.7189888,0.09908403,1.0762991,-0.19506049,-0.1725249,-0.29369295,0.0,0.0,0.0,0.13559766113758087,0.13559766113758087,link6
1764103508.45242,ddpg_demo,FAR,demo,1,2,-6.797212495455026,0,0,0,0.439,-0.36,0.487,-0.69728875,0.2029639,1.5631547,-0.388196,-0.14612423,-0.5465855,0.0,0.0,0.0,0.07725070416927338,0.07725070416927338,link6
1764103509.9025874,ddpg_demo,MID,demo,1,3,-7.860594210971648,0,0,0,0.492,-0.31,0.455,-0.56578803,0.24713704,1.530354,-0.41221946,-0.10344641,-0.6048313,0.0,0.0,0.0,0.03767670691013336,0.03767670691013336,link6
1764103513.5513432,ddpg_demo,FAR,demo,2,0,-4.95531266954325,0,0,0,0.337,-0.42,0.626,-0.9187764,0.13337442,1.366187,-0.30698076,-0.19170794,-0.38738137,0.0,0.0,0.0,0.8646969199180603,0.8646969199180603,link6
1764103514.9297364,ddpg_demo,FAR,demo,2,1,-3.7622921724927982,0,0,0,0.378,-0.38,0.325,-0.79737353,0.24919303,1.8556387,-0.45897356,-0.15773042,-0.69715554,0.0,0.0,0.0,0.8220835328102112,0.8220835328102112,link6
1764103516.309289,ddpg_demo,FAR,demo,2,2,-3.162362809982228,0,0,0,0.362,-0.322,0.207,-0.7430528,0.31555328,2.0383477,-0.53909206,-0.13109419,-0.90016514,0.0,0.0,0.0,0.8311640620231628,0.8311640620231628,link6
1764103517.692269,ddpg_demo,FAR,demo,2,3,-3.007840621502162,0,0,0,0.353,-0.305,0.183,-0.7283949,0.33532524,2.0891962,-0.58010215,-0.11392854,-1.0257459,0.0,0.0,0.0,0.8412678837776184,0.8412678837776184,link6
1764103521.3362668,ddpg_demo,FAR,demo,3,0,-6.328650570700073,0,0,0,0.061,-0.002,1.053,-0.92506015,0.14887625,1.4826738,-0.3900816,-0.18071677,-0.465695,0.0,0.0,0.0,1.157622218132019,1.157622218132019,link6
1764103522.7096386,ddpg_demo,FAR,demo,3,1,-6.328650570700073,0,0,0,0.061,-0.002,1.053,-0.9262643,0.26967183,1.8656102,-0.48314008,-0.18151218,-0.6610935,0.0,0.0,0.0,1.157622218132019,1.157622218132019,link6
1764103524.0831652,ddpg_demo,FAR,demo,3,2,-6.328650570700073,0,0,0,0.061,-0.002,1.053,-0.9032107,0.32698596,2.0547583,-0.5371598,-0.174789,-0.8053199,0.0,0.0,0.0,1.157622218132019,1.157622218132019,link6
