ts,run_tag,mode,phase,ep,step,reward,done,mem_len,learn_flag,ee_x,ee_y,ee_z,j1,j2,j3,j4,j5,j6,sphere_x,sphere_y,sphere_z,dist_out,signed,closest_link
1763444183.4190044,d4pg_demo,FAR,demo,1,0,-6.595689736600497,0,0,0,-0.592,0.425,0.823,-0.5390383,-0.18760902,-1.3150207,-1.1997463,-0.4328345,0.30977988,0.0,0.0,0.0,1.3685671091079712,1.3685671091079712,link6
1763444187.0641427,d4pg_demo,FAR,demo,2,0,-3.329547909691643,0,0,0,0.177,0.442,0.285,-1.8272,-0.08385108,-2.3975997,-2.6208107,-0.39626092,0.42682943,0.0,0.0,0.0,1.058598518371582,1.058598518371582,link6
1763444190.7155914,d4pg_demo,FAR,demo,3,0,-7.691449642584099,0,0,0,-0.489,0.242,1.16,-0.35429218,-0.092688054,-0.75192773,-0.6953555,-0.22625446,0.15151477,0.0,0.0,0.0,1.3233821392059326,1.3233821392059326,link6
1763444194.3565323,d4pg_demo,FAR,demo,4,0,-4.942787814451285,0,0,0,0.011,0.622,0.54,-1.5667974,-0.037249897,-2.0146272,-2.3456016,-0.2758437,0.31726584,0.0,0.0,0.0,1.0492439270019531,1.0492439270019531,link6
1763444198.0140803,d4pg_demo,FAR,demo,5,0,-2.9451636063522404,0,0,0,0.016,0.438,0.221,-1.4120157,-0.19679272,-2.5033157,-2.5315678,-0.7057585,0.49853575,0.0,0.0,0.0,1.2473809719085693,1.2473809719085693,link6
1763444201.6521194,d4pg_demo,FAR,demo,6,0,-7.0175413971321445,0,0,0,-0.589,0.363,0.943,-0.5054013,-0.17285143,-1.2137678,-1.0980765,-0.39728275,0.2840711,0.0,0.0,0.0,1.3644534349441528,1.3644534349441528,link6
1763444205.311917,d4pg_demo,FAR,demo,7,0,-3.5509619729458604,0,0,0,0.168,0.472,0.315,-1.7844541,-0.07262666,-2.323046,-2.5492811,-0.3748312,0.40265593,0.0,0.0,0.0,1.053629994392395,1.053629994392395,link6
1763444208.9474378,d4pg_demo,FAR,demo,8,0,-7.91635987797725,0,0,0,-0.42,0.185,1.237,-0.30331582,-0.07045445,-0.6121569,-0.58339477,-0.1805503,0.116918325,0.0,0.0,0.0,1.3052890300750732,1.3052890300750732,link6
1763444212.600231,d4pg_demo,FAR,demo,9,0,-5.530535092340208,0,0,0,-0.092,0.645,0.652,-1.4048301,-0.037456002,-1.8106203,-2.1483307,-0.23769596,0.2914634,0.0,0.0,0.0,1.0535073280334473,1.0535073280334473,link6
