ts,run_tag,mode,phase,ep,step,reward,done,mem_len,learn_flag,ee_x,ee_y,ee_z,j1,j2,j3,j4,j5,j6,sphere_x,sphere_y,sphere_z,dist_out,signed,closest_link
1764104580.0485885,ddpg_train,FAR,train,1,0,-6.520802494313391,0,1,0,0.197,0.143,1.021,0.62776834,0.31432012,-0.08106603,-0.003448108,0.023666775,0.102980085,0.0,0.0,0.0,0.31096112728118896,0.31096112728118896,link6
1764104581.4426441,ddpg_train,FAR,train,1,1,-6.7416216309026895,0,2,0,0.287,0.176,0.988,0.54784536,0.31049365,0.13376585,-0.053990856,0.0020216736,-0.22372052,0.0,0.0,0.0,0.23456883430480957,0.23456883430480957,link6
1764104582.8251321,ddpg_train,FAR,train,1,2,-6.616011938225361,0,3,0,0.34,0.199,0.96,0.53078747,0.347522,0.19653165,-0.046548035,-0.00512045,-0.43757546,0.0,0.0,0.0,0.2551378309726715,0.2551378309726715,link6
1764104584.2195632,ddpg_train,FAR,train,1,3,-6.619426693043485,0,4,0,0.271,0.196,0.988,0.6300898,0.2948257,0.1453733,-0.11441743,0.03295847,-0.33624977,0.0,0.0,0.0,0.26283442974090576,0.26283442974090576,link6
1764104585.6075275,ddpg_train,FAR,train,1,4,-6.682890226892641,0,5,0,0.316,0.208,0.97,0.57979494,0.3538066,0.13972636,0.055306427,0.015346231,-0.3942894,0.0,0.0,0.0,0.243974968791008,0.243974968791008,link6
1764104586.990242,ddpg_train,FAR,train,1,5,-6.538710857777213,0,6,0,0.334,0.221,0.959,0.58413917,0.38329133,0.14227325,0.12490909,0.017587716,-0.5100721,0.0,0.0,0.0,0.28031212091445923,0.28031212091445923,link6
1764104588.3787546,ddpg_train,FAR,train,1,6,-6.731997646638779,0,7,0,0.317,0.216,0.966,0.5933696,0.3461867,0.16110323,0.20935011,0.04748086,-0.84787166,0.0,0.0,0.0,0.23111297190189362,0.23111297190189362,link6
1764104589.762191,ddpg_train,FAR,train,1,7,-6.582824801620242,0,8,0,0.339,0.163,0.972,0.44096297,0.37104523,0.090873234,0.13660572,0.042674765,-0.97831804,0.0,0.0,0.0,0.27200520038604736,0.27200520038604736,link6
1764104591.1527236,ddpg_train,FAR,train,1,8,-7.104222608996279,0,9,0,0.292,0.095,1.001,0.3129305,0.33954957,0.006024046,0.0759854,0.039801884,-1.1868646,0.0,0.0,0.0,0.18054643273353577,0.18054643273353577,link6
