ts,run_tag,mode,phase,ep,step,reward,done,mem_len,learn_flag,ee_x,ee_y,ee_z,j1,j2,j3,j4,j5,j6,sphere_x,sphere_y,sphere_z,dist_out,signed,closest_link
1762686404.7166166,ddpg_demo,FAR,demo,1,0,-5.062405906570053,0,0,0,0.024,0.487,0.869,1.3079466,-0.11615228,1.4169499,1.0291805,1.4971334,0.28930527,0.8598784,0.40338832,0.8661162,0.5422634482383728,0.5422634482383728,link6
1762686406.1028736,ddpg_demo,FAR,demo,1,1,-7.059811898306325,0,0,0,-0.18,0.072,0.457,2.214312,-0.22821294,2.5940795,1.7161735,2.6420865,0.1545149,0.8598784,0.40338832,0.8661162,0.432115375995636,0.432115375995636,link6
1762686407.4813197,ddpg_demo,FAR,demo,1,2,-5.924300183126373,0,0,0,0.069,0.159,0.521,0.36977488,-0.52445805,2.5465407,1.9425255,2.3256228,-2.7482576,0.8598784,0.40338832,0.8661162,0.2219589799642563,0.2219589799642563,link6
1762686408.8583155,ddpg_demo,FAR,demo,1,3,-5.4908055042092165,0,0,0,0.085,0.177,0.499,0.64774734,-0.34632915,2.610593,2.3953846,2.3895092,-2.4646764,0.8598784,0.40338832,0.8661162,0.33823245763778687,0.33823245763778687,link6
1762686410.235745,ddpg_demo,FAR,demo,1,4,-5.9334025955218275,0,0,0,0.142,0.383,0.374,0.92557806,0.033122193,2.5140631,2.4638648,1.49762,-1.9920136,0.8598784,0.40338832,0.8661162,0.1952202171087265,0.1952202171087265,link6
1762686413.8682256,ddpg_demo,FAR,demo,2,0,-5.3074307490131964,0,0,0,0.348,0.314,1.021,0.51550126,-0.09898296,1.0756367,0.732717,1.1912374,-0.5695751,0.13521901,-0.12030363,0.31019515,0.3512982726097107,0.3512982726097107,link6
1762686415.2487986,ddpg_demo,FAR,demo,2,1,-2.600776159477418,0,0,0,0.007,0.224,0.476,0.97791857,-0.2564091,2.509797,1.6704792,2.4354606,-2.601596,0.13521901,-0.12030363,0.31019515,0.3311677575111389,0.3311677575111389,link6
1762686416.627154,ddpg_demo,FAR,demo,2,2,-1.7753057355504895,0,0,0,0.327,-0.005,0.439,-0.3599339,-0.03136451,2.559364,2.650554,2.0986054,-2.882574,0.13521901,-0.12030363,0.31019515,0.3096104562282562,0.3096104562282562,link6
1762686418.0046272,ddpg_demo,FAR,demo,2,3,-1.641850449715013,0,0,0,0.333,-0.078,0.408,-0.2803709,0.08396811,2.5734608,3.0271442,2.286684,-2.906387,0.13521901,-0.12030363,0.31019515,0.2834013104438782,0.2834013104438782,link6
1762686419.3819604,ddpg_demo,FAR,demo,2,4,-2.6639111734756957,0,0,0,0.063,0.24,0.443,1.149552,0.0076876893,2.5196254,3.0395331,3.001002,-2.8023727,0.13521901,-0.12030363,0.31019515,0.27503740787506104,0.27503740787506104,link6
