ts,run_tag,mode,phase,ep,step,reward,done,mem_len,learn_flag,ee_x,ee_y,ee_z,j1,j2,j3,j4,j5,j6,sphere_x,sphere_y,sphere_z,dist_out,signed,closest_link
1762686321.8158526,ddpg_demo,FAR,demo,1,0,-3.4222530954541823,0,0,0,-0.166,0.073,0.429,2.1896467,-0.22852544,2.5086057,0.8013418,2.4916098,-1.6117278,0.31428742,0.36612618,0.37753847,0.5047248601913452,0.5047248601913452,link6
1762686323.197668,ddpg_demo,FAR,demo,1,1,-2.672551566595536,0,0,0,0.086,0.098,0.513,0.25276873,-0.44252554,2.5556853,2.434544,2.8957193,-2.4451528,0.31428742,0.36612618,0.37753847,0.25041115283966064,0.25041115283966064,link6
1762686324.5774708,ddpg_demo,FAR,demo,1,2,-6.409984930921342,0,0,0,0.158,0.027,0.511,-0.1465015,-0.36604166,2.6124852,2.8983362,2.585043,-2.754641,0.31428742,0.36612618,0.37753847,0.021548733115196228,0.021548733115196228,link6
1762686326.0729609,ddpg_demo,NEAR,demo,1,3,-4.3781365506137595,0,0,0,0.43,0.283,1.042,0.3311101,-0.0062195794,0.9450415,1.0645375,0.98634845,-1.0234087,0.31428742,0.36612618,0.37753847,0.28109240531921387,0.28109240531921387,link6
1762686327.456387,ddpg_demo,FAR,demo,1,4,-2.1422404915464024,0,0,0,0.191,0.51,0.674,0.9795244,-0.010818478,1.6885751,1.1712965,1.5196238,-1.4317554,0.31428742,0.36612618,0.37753847,0.5076082944869995,0.5076082944869995,link6
1762686331.0973954,ddpg_demo,FAR,demo,2,0,-7.2082427898621,0,0,0,-0.227,0.246,0.515,1.9557788,-0.16041023,2.2195413,1.1404297,2.1549187,-1.2112015,0.92484784,0.31602183,0.19395909,0.5451682209968567,0.5451682209968567,link6
1762686332.4790955,ddpg_demo,FAR,demo,2,1,-6.653213238412647,0,0,0,-0.066,0.172,0.477,1.3619773,-0.2934686,2.5881634,2.0001185,2.6596198,-1.6291487,0.92484784,0.31602183,0.19395909,0.25004714727401733,0.25004714727401733,link6
1762686333.8593843,ddpg_demo,FAR,demo,2,2,-7.41113350227796,0,0,0,0.386,0.022,0.437,-0.17737067,-0.13796592,2.5136507,2.714226,1.3737427,-2.2376661,0.92484784,0.31602183,0.19395909,0.037109702825546265,0.037109702825546265,link6
1762686335.3531876,ddpg_demo,NEAR,demo,2,3,-4.779343062331904,0,0,0,0.47,0.293,0.812,0.3512401,-0.07985389,1.4975212,1.6748452,0.9318275,-1.2534513,0.92484784,0.31602183,0.19395909,0.3363703787326813,0.3363703787326813,link6
1762686336.732523,ddpg_demo,FAR,demo,2,4,-5.981328579848208,0,0,0,0.306,0.502,0.944,0.84854263,-0.010084014,1.2523749,1.2277628,0.6879014,-0.83967906,0.92484784,0.31602183,0.19395909,0.4797247052192688,0.4797247052192688,link6
1762686340.3837264,ddpg_demo,FAR,demo,3,0,-5.882085294544695,0,0,0,0.272,0.348,0.771,0.5519029,-0.13861603,1.5842276,1.238329,1.7750667,-0.6529377,0.26789925,-0.38636747,0.20349632,0.27694737911224365,0.27694737911224365,link6
